S.No,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Model Price,Date,State
729,Badaun,Ujhani,Apple,Apple,Medium,7700,7750,7725,15 Feb 2025,Uttar Pradesh
730,Badaun,Ujhani,Apple,Apple,Medium,7750,7850,7800,19 Feb 2025,Uttar Pradesh
731,Unnao,Unnao,Apple,Kasmir/Shimla - II,Medium,7800,8000,7900,14 Feb 2025,Uttar Pradesh
732,Unnao,Unnao,Apple,Kasmir/Shimla - II,Medium,7800,8000,7900,15 Feb 2025,Uttar Pradesh
733,Unnao,Unnao,Apple,Kasmir/Shimla - II,Medium,7875,8000,7915,16 Feb 2025,Uttar Pradesh
734,Unnao,Unnao,Apple,Kasmir/Shimla - II,Medium,7875,8000,7925,17 Feb 2025,Uttar Pradesh
735,Unnao,Unnao,Apple,Kasmir/Shimla - II,Medium,7875,8000,7925,18 Feb 2025,Uttar Pradesh
736,Kanpur,Uttaripura,Apple,Delicious,Medium,7660,7860,7760,17 Feb 2025,Uttar Pradesh
737,Kanpur,Uttaripura,Apple,Delicious,Medium,7685,8885,7785,14 Feb 2025,Uttar Pradesh
738,Kanpur,Uttaripura,Apple,Delicious,Medium,7700,7900,7800,15 Feb 2025,Uttar Pradesh
739,Kanpur,Uttaripura,Apple,Delicious,Medium,7700,7900,7800,18 Feb 2025,Uttar Pradesh
740,Kanpur,Uttaripura,Apple,Delicious,Medium,7725,7925,7825,19 Feb 2025,Uttar Pradesh
741,Kanpur,Uttaripura,Apple,Delicious,Medium,7750,7950,7850,20 Feb 2025,Uttar Pradesh
742,Varanasi,Varanasi,Apple,Delicious,Medium,8245,8475,8350,14 Feb 2025,Uttar Pradesh
743,Varanasi,Varanasi,Apple,Delicious,Medium,8250,8450,8365,15 Feb 2025,Uttar Pradesh
744,Varanasi,Varanasi,Apple,Delicious,Medium,8250,8475,8370,16 Feb 2025,Uttar Pradesh
745,Varanasi,Varanasi,Apple,Delicious,Medium,8265,8475,8380,20 Feb 2025,Uttar Pradesh
746,Varanasi,Varanasi,Apple,Delicious,Medium,8300,8450,8380,19 Feb 2025,Uttar Pradesh
747,Varanasi,Varanasi,Apple,Delicious,Medium,8300,8475,8385,17 Feb 2025,Uttar Pradesh
748,Kanpur,Varipaal,Apple,Apple,Medium,4000,4500,4200,15 Feb 2025,Uttar Pradesh
749,Kanpur,Varipaal,Apple,Apple,Medium,4000,5000,4500,18 Feb 2025,Uttar Pradesh
750,Ballia,Vilthararoad,Apple,Apple,Medium,8600,8800,8700,15 Feb 2025,Uttar Pradesh
751,Ballia,Vilthararoad,Apple,Apple,Medium,8600,8800,8700,18 Feb 2025,Uttar Pradesh
752,Ballia,Vilthararoad,Apple,Apple,Medium,8700,8800,8750,14 Feb 2025,Uttar Pradesh
753,Ballia,Vilthararoad,Apple,Apple,Medium,8700,8800,8750,17 Feb 2025,Uttar Pradesh
754,Ballia,Vilthararoad,Apple,Apple,Medium,8700,8800,8750,19 Feb 2025,Uttar Pradesh
755,Pillibhit,Vishalpur,Apple,Delicious,Medium,7670,7730,7700,14 Feb 2025,Uttar Pradesh
756,Pillibhit,Vishalpur,Apple,Delicious,Medium,7700,7800,7750,17 Feb 2025,Uttar Pradesh
757,Pillibhit,Vishalpur,Apple,Delicious,Medium,7725,7800,7760,16 Feb 2025,Uttar Pradesh
758,Pillibhit,Vishalpur,Apple,Delicious,Medium,7730,7800,7760,18 Feb 2025,Uttar Pradesh
759,Pillibhit,Vishalpur,Apple,Delicious,Medium,7740,7800,7770,15 Feb 2025,Uttar Pradesh
760,Pillibhit,Vishalpur,Apple,Delicious,Medium,7770,7835,7800,19 Feb 2025,Uttar Pradesh
761,Pillibhit,Vishalpur,Apple,Delicious,Medium,7800,7900,7850,20 Feb 2025,Uttar Pradesh
762,Sitapur,Viswan,Apple,Kasmir/Shimla - II,Medium,7825,7925,7875,20 Feb 2025,Uttar Pradesh
763,Sitapur,Viswan,Apple,Kasmir/Shimla - II,Medium,7830,7930,7880,14 Feb 2025,Uttar Pradesh
764,Sitapur,Viswan,Apple,Kasmir/Shimla - II,Medium,7830,7930,7880,18 Feb 2025,Uttar Pradesh
765,Sitapur,Viswan,Apple,Kasmir/Shimla - II,Medium,7840,7940,7890,19 Feb 2025,Uttar Pradesh
766,Sitapur,Viswan,Apple,Kasmir/Shimla - II,Medium,7850,7950,7900,15 Feb 2025,Uttar Pradesh
767,Sitapur,Viswan,Apple,Kasmir/Shimla - II,Medium,7850,7950,7900,17 Feb 2025,Uttar Pradesh
768,Badaun,Wazirganj,Apple,Delicious,Medium,7650,7800,7700,14 Feb 2025,Uttar Pradesh
1,Kolkata,Mechua,Apple,Apple,Large,12000,13000,12000,14 Feb 2025,West Bengal
2,Kolkata,Mechua,Apple,Apple,Large,12000,13000,12000,15 Feb 2025,West Bengal
3,Kolkata,Mechua,Apple,Apple,Large,12000,13000,12000,16 Feb 2025,West Bengal
4,Kolkata,Mechua,Apple,Apple,Large,12000,13000,12000,17 Feb 2025,West Bengal
5,Kolkata,Mechua,Apple,Apple,Large,12000,13000,12000,18 Feb 2025,West Bengal
6,Kolkata,Mechua,Apple,Apple,Large,12000,13000,12000,19 Feb 2025,West Bengal
7,Kolkata,Mechua,Apple,Apple,Large,12000,13000,12000,20 Feb 2025,West Bengal
8,Kolkata,Mechua,Apple,Apple,Medium,9000,10000,9000,14 Feb 2025,West Bengal
9,Kolkata,Mechua,Apple,Apple,Medium,9000,10000,9000,15 Feb 2025,West Bengal
10,Kolkata,Mechua,Apple,Apple,Medium,9000,10000,9000,16 Feb 2025,West Bengal
11,Kolkata,Mechua,Apple,Apple,Medium,9000,10000,9000,17 Feb 2025,West Bengal
12,Kolkata,Mechua,Apple,Apple,Medium,9000,10000,9000,19 Feb 2025,West Bengal
13,Kolkata,Mechua,Apple,Apple,Medium,9000,10000,9000,20 Feb 2025,West Bengal
14,Kolkata,Mechua,Apple,Apple,Medium,9000,10000,10000,18 Feb 2025,West Bengal
15,Kolkata,Mechua,Apple,Apple,Small,6000,7000,7000,14 Feb 2025,West Bengal
16,Kolkata,Mechua,Apple,Apple,Small,6000,7000,7000,15 Feb 2025,West Bengal
17,Kolkata,Mechua,Apple,Apple,Small,6000,7000,7000,16 Feb 2025,West Bengal
18,Kolkata,Mechua,Apple,Apple,Small,6000,7000,7000,17 Feb 2025,West Bengal
19,Kolkata,Mechua,Apple,Apple,Small,6000,7000,7000,18 Feb 2025,West Bengal
20,Kolkata,Mechua,Apple,Apple,Small,6000,7000,7000,19 Feb 2025,West Bengal
21,Kolkata,Mechua,Apple,Other,Large,6000,7000,7000,20 Feb 2025,West Bengal
1,Jammu,Akhnoor,Apple,Delicious,Medium,8400,10800,9600,19 Feb 2025,Jammu and Kashmir
2,Jammu,Akhnoor,Apple,Delicious,Medium,8500,10500,9500,14 Feb 2025,Jammu and Kashmir
3,Jammu,Akhnoor,Apple,Delicious,Medium,8500,10500,9500,17 Feb 2025,Jammu and Kashmir
4,Jammu,Akhnoor,Apple,Delicious,Medium,8500,10500,9500,18 Feb 2025,Jammu and Kashmir
5,Jammu,Akhnoor,Apple,Delicious,Medium,8700,10700,9700,15 Feb 2025,Jammu and Kashmir
6,Jammu,Batote,Apple,Other,Medium,8000,10000,9000,15 Feb 2025,Jammu and Kashmir
7,Jammu,Batote,Apple,Other,Medium,8000,10000,9000,19 Feb 2025,Jammu and Kashmir
8,Jammu,Batote,Apple,Other,Medium,8000,10000,9000,20 Feb 2025,Jammu and Kashmir
9,Jammu,Batote,Apple,Other,Medium,9000,11000,10000,14 Feb 2025,Jammu and Kashmir
10,Jammu,Batote,Apple,Other,Medium,9000,11000,10000,18 Feb 2025,Jammu and Kashmir
11,Kathua,Kathua,Apple,Delicious,Medium,8000,12000,10000,14 Feb 2025,Jammu and Kashmir
12,Kathua,Kathua,Apple,Delicious,Medium,8000,12000,10000,15 Feb 2025,Jammu and Kashmir
13,Kathua,Kathua,Apple,Delicious,Medium,8000,12000,10000,17 Feb 2025,Jammu and Kashmir
14,Kathua,Kathua,Apple,Delicious,Medium,8000,12000,10000,18 Feb 2025,Jammu and Kashmir
15,Kathua,Kathua,Apple,Delicious,Medium,8000,12000,10000,19 Feb 2025,Jammu and Kashmir
16,Kathua,Kathua,Apple,Delicious,Medium,8000,12000,10000,20 Feb 2025,Jammu and Kashmir
17,Kathua,Kathua,Apple,Delicious,Medium,8000,12000,10000,21 Feb 2025,Jammu and Kashmir
18,Jammu,Narwal Jammu (F&V),Apple,Delicious,Medium,7000,13000,10000,14 Feb 2025,Jammu and Kashmir
19,Jammu,Narwal Jammu (F&V),Apple,Delicious,Medium,7000,13000,10000,15 Feb 2025,Jammu and Kashmir
20,Jammu,Narwal Jammu (F&V),Apple,Delicious,Medium,7000,13000,10000,17 Feb 2025,Jammu and Kashmir
21,Jammu,Narwal Jammu (F&V),Apple,Delicious,Medium,7000,13000,10000,18 Feb 2025,Jammu and Kashmir
22,Jammu,Narwal Jammu (F&V),Apple,Delicious,Medium,7000,13000,10000,19 Feb 2025,Jammu and Kashmir
23,Jammu,Narwal Jammu (F&V),Apple,Delicious,Medium,8000,14000,11000,20 Feb 2025,Jammu and Kashmir
24,Srinagar,Parimpore,Apple,Delicious,Large,6500,7500,7000,19 Feb 2025,Jammu and Kashmir
25,Srinagar,Parimpore,Apple,Delicious,Large,6500,7500,7000,20 Feb 2025,Jammu and Kashmir
26,Srinagar,Parimpore,Apple,Delicious,Large,7000,8000,7500,17 Feb 2025,Jammu and Kashmir
27,Srinagar,Parimpore,Apple,Delicious,Large,7500,8500,8000,14 Feb 2025,Jammu and Kashmir
28,Srinagar,Parimpore,Apple,Delicious,Large,8000,9000,8500,15 Feb 2025,Jammu and Kashmir
29,Srinagar,Parimpore,Apple,Delicious,Large,8000,9000,8500,18 Feb 2025,Jammu and Kashmir
30,Udhampur,Udhampur,Apple,Delicious,Medium,8000,12000,10000,14 Feb 2025,Jammu and Kashmir
31,Udhampur,Udhampur,Apple,Delicious,Medium,8000,12000,10000,15 Feb 2025,Jammu and Kashmir
32,Udhampur,Udhampur,Apple,Delicious,Medium,8000,12000,11000,20 Feb 2025,Jammu and Kashmir
33,Udhampur,Udhampur,Apple,Delicious,Medium,8000,14000,11000,18 Feb 2025,Jammu and Kashmir
34,Udhampur,Udhampur,Apple,Delicious,Medium,8000,14000,11000,19 Feb 2025,Jammu and Kashmir
