S.No,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Model Price,Date,State
490,Farukhabad,Mohamadabad,Apple,Apple,Medium,7750,7950,7850,14 Feb 2025,Uttar Pradesh
491,Farukhabad,Mohamadabad,Apple,Apple,Medium,7800,8000,7900,15 Feb 2025,Uttar Pradesh
492,Farukhabad,Mohamadabad,Apple,Apple,Medium,7850,8050,7950,16 Feb 2025,Uttar Pradesh
493,Farukhabad,Mohamadabad,Apple,Apple,Medium,7860,8060,7960,19 Feb 2025,Uttar Pradesh
494,Farukhabad,Mohamadabad,Apple,Apple,Medium,7950,8150,8050,17 Feb 2025,Uttar Pradesh
495,Farukhabad,Mohamadabad,Apple,Apple,Medium,8080,8280,8180,20 Feb 2025,Uttar Pradesh
496,Khiri (Lakhimpur),Mohammdi,Apple,Delicious,Medium,7800,7900,7855,19 Feb 2025,Uttar Pradesh
497,Khiri (Lakhimpur),Mohammdi,Apple,Delicious,Medium,7810,7915,7860,17 Feb 2025,Uttar Pradesh
498,Khiri (Lakhimpur),Mohammdi,Apple,Delicious,Medium,7810,7915,7865,20 Feb 2025,Uttar Pradesh
499,Khiri (Lakhimpur),Mohammdi,Apple,Delicious,Medium,7815,7915,7865,18 Feb 2025,Uttar Pradesh
500,Khiri (Lakhimpur),Mohammdi,Apple,Delicious,Medium,7840,7940,7885,15 Feb 2025,Uttar Pradesh
501,Khiri (Lakhimpur),Mohammdi,Apple,Delicious,Medium,7860,7960,7910,14 Feb 2025,Uttar Pradesh
502,Jaunpur,Mugrabaadshahpur,Apple,Delicious,Medium,8180,8380,8280,14 Feb 2025,Uttar Pradesh
503,Jaunpur,Mugrabaadshahpur,Apple,Delicious,Medium,8210,8410,8310,15 Feb 2025,Uttar Pradesh
504,Jaunpur,Mugrabaadshahpur,Apple,Delicious,Medium,8220,8420,8320,17 Feb 2025,Uttar Pradesh
505,Jaunpur,Mugrabaadshahpur,Apple,Delicious,Medium,8260,8460,8360,18 Feb 2025,Uttar Pradesh
506,Jaunpur,Mugrabaadshahpur,Apple,Delicious,Medium,8270,8470,8370,20 Feb 2025,Uttar Pradesh
507,Jaunpur,Mugrabaadshahpur,Apple,Delicious,Medium,8275,8475,8375,19 Feb 2025,Uttar Pradesh
508,Sambhal,Muradabad,Apple,Delicious,Medium,7800,7900,7850,14 Feb 2025,Uttar Pradesh
509,Sambhal,Muradabad,Apple,Delicious,Medium,7800,7900,7850,16 Feb 2025,Uttar Pradesh
510,Sambhal,Muradabad,Apple,Delicious,Medium,7800,7900,7860,17 Feb 2025,Uttar Pradesh
511,Sambhal,Muradabad,Apple,Delicious,Medium,7820,7900,7860,15 Feb 2025,Uttar Pradesh
512,Sambhal,Muradabad,Apple,Delicious,Medium,7840,7960,7880,18 Feb 2025,Uttar Pradesh
513,Sambhal,Muradabad,Apple,Delicious,Medium,7850,8000,7900,19 Feb 2025,Uttar Pradesh
514,Sambhal,Muradabad,Apple,Delicious,Medium,7870,8000,7920,20 Feb 2025,Uttar Pradesh
515,Muzaffarnagar,Muzzafarnagar,Apple,Kasmir/Shimla - II,Medium,7800,8200,8000,15 Feb 2025,Uttar Pradesh
516,Muzaffarnagar,Muzzafarnagar,Apple,Kasmir/Shimla - II,Medium,7800,8300,8100,14 Feb 2025,Uttar Pradesh
517,Muzaffarnagar,Muzzafarnagar,Apple,Kasmir/Shimla - II,Medium,7800,8300,8100,18 Feb 2025,Uttar Pradesh
518,Muzaffarnagar,Muzzafarnagar,Apple,Kasmir/Shimla - II,Medium,7900,8300,8100,16 Feb 2025,Uttar Pradesh
519,Muzaffarnagar,Muzzafarnagar,Apple,Kasmir/Shimla - II,Medium,8000,8300,8100,17 Feb 2025,Uttar Pradesh
520,Muzaffarnagar,Muzzafarnagar,Apple,Kasmir/Shimla - II,Medium,8000,8300,8100,19 Feb 2025,Uttar Pradesh
521,Muzaffarnagar,Muzzafarnagar,Apple,Kasmir/Shimla - II,Medium,8000,8400,8200,20 Feb 2025,Uttar Pradesh
522,Bahraich,Naanpara,Apple,Royal Delicious,Medium,6000,6200,6100,14 Feb 2025,Uttar Pradesh
523,Bahraich,Naanpara,Apple,Royal Delicious,Medium,6000,6400,6200,17 Feb 2025,Uttar Pradesh
524,Bahraich,Naanpara,Apple,Royal Delicious,Medium,6000,6400,6200,19 Feb 2025,Uttar Pradesh
525,Bahraich,Naanpara,Apple,Royal Delicious,Medium,6000,6400,6200,20 Feb 2025,Uttar Pradesh
526,Bahraich,Naanpara,Apple,Royal Delicious,Medium,6000,6500,6200,18 Feb 2025,Uttar Pradesh
527,Bijnor,Nagina,Apple,Delicious,Medium,7000,12000,9000,14 Feb 2025,Uttar Pradesh
528,Bijnor,Nagina,Apple,Delicious,Medium,7000,13000,10000,18 Feb 2025,Uttar Pradesh
529,Bijnor,Nagina,Apple,Delicious,Medium,7000,13000,11000,16 Feb 2025,Uttar Pradesh
530,Bijnor,Nagina,Apple,Delicious,Medium,7000,13000,12000,15 Feb 2025,Uttar Pradesh
531,Bijnor,Nagina,Apple,Delicious,Medium,8000,13000,11000,17 Feb 2025,Uttar Pradesh
532,Siddharth Nagar,Naugarh,Apple,Delicious,Medium,7840,7890,7850,18 Feb 2025,Uttar Pradesh
533,Siddharth Nagar,Naugarh,Apple,Delicious,Medium,8110,8160,8150,15 Feb 2025,Uttar Pradesh
534,Siddharth Nagar,Naugarh,Apple,Delicious,Medium,8120,8160,8150,14 Feb 2025,Uttar Pradesh
535,Siddharth Nagar,Naugarh,Apple,Delicious,Medium,8140,8250,8200,17 Feb 2025,Uttar Pradesh
536,Siddharth Nagar,Naugarh,Apple,Delicious,Medium,8240,8260,8250,16 Feb 2025,Uttar Pradesh
537,Maharajganj,Nautnava,Apple,Delicious,Medium,8200,8400,8350,14 Feb 2025,Uttar Pradesh
538,Gonda,Nawabganj,Apple,Delicious,Medium,8350,8550,8450,18 Feb 2025,Uttar Pradesh
539,Gonda,Nawabganj,Apple,Delicious,Medium,8350,8550,8450,19 Feb 2025,Uttar Pradesh
540,Gonda,Nawabganj,Apple,Delicious,Medium,8400,8600,8500,16 Feb 2025,Uttar Pradesh
541,Gonda,Nawabganj,Apple,Delicious,Medium,8400,8600,8500,17 Feb 2025,Uttar Pradesh
542,Gonda,Nawabganj,Apple,Delicious,Medium,8400,8600,8500,20 Feb 2025,Uttar Pradesh
543,Gonda,Nawabganj,Apple,Delicious,Medium,8500,8700,8600,14 Feb 2025,Uttar Pradesh
544,Gonda,Nawabganj,Apple,Delicious,Medium,8500,8700,8600,15 Feb 2025,Uttar Pradesh
545,Ghaziabad,Noida,Apple,Delicious,Medium,7790,7980,7880,15 Feb 2025,Uttar Pradesh
546,Ghaziabad,Noida,Apple,Delicious,Medium,7850,8050,7950,17 Feb 2025,Uttar Pradesh
547,Ghaziabad,Noida,Apple,Delicious,Medium,7855,8050,7955,18 Feb 2025,Uttar Pradesh
548,Ghaziabad,Noida,Apple,Delicious,Medium,7860,8060,7960,19 Feb 2025,Uttar Pradesh
549,Ghaziabad,Noida,Apple,Delicious,Medium,7860,8060,7960,20 Feb 2025,Uttar Pradesh
550,Ghaziabad,Noida,Apple,Delicious,Medium,7890,8080,7990,14 Feb 2025,Uttar Pradesh
551,Jalaun (Orai),Orai,Apple,Delicious,Medium,7400,8200,7800,14 Feb 2025,Uttar Pradesh
552,Jalaun (Orai),Orai,Apple,Delicious,Medium,7700,8200,8000,16 Feb 2025,Uttar Pradesh
553,Jalaun (Orai),Orai,Apple,Delicious,Medium,7700,8200,8000,19 Feb 2025,Uttar Pradesh
554,Jalaun (Orai),Orai,Apple,Delicious,Medium,7700,8300,8000,15 Feb 2025,Uttar Pradesh
555,Jalaun (Orai),Orai,Apple,Delicious,Medium,7700,8300,8000,17 Feb 2025,Uttar Pradesh
556,Jalaun (Orai),Orai,Apple,Delicious,Medium,7800,8300,8100,20 Feb 2025,Uttar Pradesh
557,Maharajganj,Partaval,Apple,Delicious,Medium,8125,8275,8200,14 Feb 2025,Uttar Pradesh
558,Pillibhit,Pilibhit,Apple,Delicious,Medium,7640,7720,7685,14 Feb 2025,Uttar Pradesh
559,Pillibhit,Pilibhit,Apple,Delicious,Medium,7640,7720,7685,16 Feb 2025,Uttar Pradesh
560,Pillibhit,Pilibhit,Apple,Delicious,Medium,7650,7740,7690,15 Feb 2025,Uttar Pradesh
561,Pillibhit,Pilibhit,Apple,Delicious,Medium,7720,7800,7760,17 Feb 2025,Uttar Pradesh
562,Pillibhit,Pilibhit,Apple,Delicious,Medium,7725,7820,7765,18 Feb 2025,Uttar Pradesh
563,Pillibhit,Pilibhit,Apple,Delicious,Medium,7730,7820,7770,19 Feb 2025,Uttar Pradesh
564,Pillibhit,Pilibhit,Apple,Delicious,Medium,7800,7900,7850,20 Feb 2025,Uttar Pradesh
565,Pratapgarh,Pratapgarh,Apple,Delicious,Medium,8000,8300,8200,18 Feb 2025,Uttar Pradesh
566,Pratapgarh,Pratapgarh,Apple,Delicious,Medium,8100,8300,8150,14 Feb 2025,Uttar Pradesh
567,Pratapgarh,Pratapgarh,Apple,Delicious,Medium,8100,8300,8170,15 Feb 2025,Uttar Pradesh
568,Pratapgarh,Pratapgarh,Apple,Delicious,Medium,8100,8300,8180,16 Feb 2025,Uttar Pradesh
569,Pratapgarh,Pratapgarh,Apple,Delicious,Medium,8100,8300,8190,17 Feb 2025,Uttar Pradesh
570,Pratapgarh,Pratapgarh,Apple,Delicious,Medium,8100,8350,8225,19 Feb 2025,Uttar Pradesh
571,Pratapgarh,Pratapgarh,Apple,Delicious,Medium,8100,8400,8220,20 Feb 2025,Uttar Pradesh
572,Kanpur Dehat,Pukharayan,Apple,Delicious,Medium,7380,7415,7400,16 Feb 2025,Uttar Pradesh
573,Kanpur Dehat,Pukharayan,Apple,Delicious,Medium,7400,7425,7410,14 Feb 2025,Uttar Pradesh
574,Kanpur Dehat,Pukharayan,Apple,Delicious,Medium,7400,7430,7415,15 Feb 2025,Uttar Pradesh
575,Kanpur Dehat,Pukharayan,Apple,Delicious,Medium,7410,7435,7425,18 Feb 2025,Uttar Pradesh
576,Kanpur Dehat,Pukharayan,Apple,Delicious,Medium,7410,7450,7430,20 Feb 2025,Uttar Pradesh
577,Kanpur Dehat,Pukharayan,Apple,Delicious,Medium,7425,7450,7435,19 Feb 2025,Uttar Pradesh
578,Pillibhit,Puranpur,Apple,Delicious,Medium,7635,7730,7685,15 Feb 2025,Uttar Pradesh
579,Pillibhit,Puranpur,Apple,Delicious,Medium,7640,7720,7680,14 Feb 2025,Uttar Pradesh
580,Pillibhit,Puranpur,Apple,Delicious,Medium,7642,7720,7682,16 Feb 2025,Uttar Pradesh
581,Pillibhit,Puranpur,Apple,Delicious,Medium,7720,7795,7755,17 Feb 2025,Uttar Pradesh
582,Pillibhit,Puranpur,Apple,Delicious,Medium,7720,7800,7760,18 Feb 2025,Uttar Pradesh
583,Pillibhit,Puranpur,Apple,Delicious,Medium,7725,7800,7765,19 Feb 2025,Uttar Pradesh
584,Pillibhit,Puranpur,Apple,Delicious,Medium,7800,7890,7845,20 Feb 2025,Uttar Pradesh
585,Unnao,Purwa,Apple,Kasmir/Shimla - II,Medium,7875,8000,7925,14 Feb 2025,Uttar Pradesh
586,Unnao,Purwa,Apple,Kasmir/Shimla - II,Medium,7875,8000,7925,15 Feb 2025,Uttar Pradesh
587,Unnao,Purwa,Apple,Kasmir/Shimla - II,Medium,7900,8050,7950,16 Feb 2025,Uttar Pradesh
588,Unnao,Purwa,Apple,Kasmir/Shimla - II,Medium,7900,8050,7950,17 Feb 2025,Uttar Pradesh
589,Unnao,Purwa,Apple,Kasmir/Shimla - II,Medium,7900,8050,7950,18 Feb 2025,Uttar Pradesh
590,Unnao,Purwa,Apple,Kasmir/Shimla - II,Medium,7900,8050,7950,19 Feb 2025,Uttar Pradesh
591,Unnao,Purwa,Apple,Kasmir/Shimla - II,Medium,7900,8050,7950,20 Feb 2025,Uttar Pradesh
592,Shahjahanpur,Puwaha,Apple,Delicious,Medium,7600,7800,7700,14 Feb 2025,Uttar Pradesh
593,Raebarelli,Raibareilly,Apple,Kasmir/Shimla - II,Medium,7800,7900,7850,14 Feb 2025,Uttar Pradesh
594,Raebarelli,Raibareilly,Apple,Kasmir/Shimla - II,Medium,7850,7950,7900,15 Feb 2025,Uttar Pradesh
595,Raebarelli,Raibareilly,Apple,Kasmir/Shimla - II,Medium,7850,7950,7900,17 Feb 2025,Uttar Pradesh
596,Raebarelli,Raibareilly,Apple,Kasmir/Shimla - II,Medium,7900,7950,7920,16 Feb 2025,Uttar Pradesh
597,Raebarelli,Raibareilly,Apple,Kasmir/Shimla - II,Medium,7900,8000,7950,18 Feb 2025,Uttar Pradesh
598,Raebarelli,Raibareilly,Apple,Kasmir/Shimla - II,Medium,7900,8000,7950,19 Feb 2025,Uttar Pradesh
599,Raebarelli,Raibareilly,Apple,Kasmir/Shimla - II,Medium,7950,8000,7975,20 Feb 2025,Uttar Pradesh
600,Rampur,Rampur,Apple,Delicious,Medium,6950,7050,7000,20 Feb 2025,Uttar Pradesh
601,Rampur,Rampur,Apple,Delicious,Medium,7800,7900,7850,14 Feb 2025,Uttar Pradesh
602,Rampur,Rampur,Apple,Delicious,Medium,7800,7900,7860,16 Feb 2025,Uttar Pradesh
603,Rampur,Rampur,Apple,Delicious,Medium,7800,7900,7860,17 Feb 2025,Uttar Pradesh
604,Rampur,Rampur,Apple,Delicious,Medium,7820,7920,7860,18 Feb 2025,Uttar Pradesh
605,Rampur,Rampur,Apple,Delicious,Medium,7820,7920,7860,19 Feb 2025,Uttar Pradesh
606,Saharanpur,Rampurmaniharan,Apple,Kasmir/Shimla - II,Medium,5100,5300,5200,17 Feb 2025,Uttar Pradesh
607,Saharanpur,Rampurmaniharan,Apple,Kasmir/Shimla - II,Medium,5800,5900,5850,14 Feb 2025,Uttar Pradesh
608,Ballia,Rasda,Apple,American,Medium,8080,8200,8145,15 Feb 2025,Uttar Pradesh
609,Ballia,Rasda,Apple,American,Medium,8080,8225,8150,14 Feb 2025,Uttar Pradesh
610,Bareilly,Richha,Apple,Apple,Medium,4125,4185,4150,18 Feb 2025,Uttar Pradesh
611,Bareilly,Richha,Apple,Apple,Medium,4160,4220,4185,19 Feb 2025,Uttar Pradesh
612,Bareilly,Richha,Apple,Apple,Medium,4160,4240,4190,20 Feb 2025,Uttar Pradesh
613,Bareilly,Richha,Apple,Apple,Medium,4200,4255,4230,17 Feb 2025,Uttar Pradesh
614,Bareilly,Richha,Apple,Apple,Medium,4210,4260,4235,15 Feb 2025,Uttar Pradesh
615,Bareilly,Richha,Apple,Apple,Medium,4215,4250,4230,14 Feb 2025,Uttar Pradesh
616,Bareilly,Richha,Apple,Apple,Medium,4220,4265,4240,16 Feb 2025,Uttar Pradesh
617,Sonbhadra,Robertsganj,Apple,Delicious,Medium,8120,8350,8235,14 Feb 2025,Uttar Pradesh
618,Sonbhadra,Robertsganj,Apple,Delicious,Medium,8120,8375,8250,15 Feb 2025,Uttar Pradesh
619,Sonbhadra,Robertsganj,Apple,Delicious,Medium,8150,8370,8265,16 Feb 2025,Uttar Pradesh
620,Sonbhadra,Robertsganj,Apple,Delicious,Medium,8215,8450,8335,20 Feb 2025,Uttar Pradesh
621,Sonbhadra,Robertsganj,Apple,Delicious,Medium,8230,8475,8350,18 Feb 2025,Uttar Pradesh
622,Sonbhadra,Robertsganj,Apple,Delicious,Medium,8260,8450,8340,17 Feb 2025,Uttar Pradesh
623,Ayodhya,Rudauli,Apple,Kasmir/Shimla - II,Medium,6000,7000,6800,18 Feb 2025,Uttar Pradesh
624,Ayodhya,Rudauli,Apple,Kasmir/Shimla - II,Medium,6000,7500,6800,16 Feb 2025,Uttar Pradesh
625,Ayodhya,Rudauli,Apple,Kasmir/Shimla - II,Medium,6000,7500,6800,17 Feb 2025,Uttar Pradesh
626,Ayodhya,Rudauli,Apple,Kasmir/Shimla - II,Medium,6300,6900,6500,20 Feb 2025,Uttar Pradesh
627,Barabanki,Safdarganj,Apple,Delicious,Medium,7400,7500,7450,19 Feb 2025,Uttar Pradesh
628,Barabanki,Safdarganj,Apple,Delicious,Medium,7900,7980,7950,14 Feb 2025,Uttar Pradesh
629,Barabanki,Safdarganj,Apple,Delicious,Medium,7950,8050,8000,15 Feb 2025,Uttar Pradesh
630,Barabanki,Safdarganj,Apple,Delicious,Medium,8000,8100,8050,18 Feb 2025,Uttar Pradesh
631,Barabanki,Safdarganj,Apple,Delicious,Medium,8000,8100,8050,20 Feb 2025,Uttar Pradesh
632,Barabanki,Safdarganj,Apple,Delicious,Medium,8100,8200,8150,17 Feb 2025,Uttar Pradesh
633,Saharanpur,Saharanpur,Apple,Kasmir/Shimla - II,Medium,7700,8300,8000,14 Feb 2025,Uttar Pradesh
634,Saharanpur,Saharanpur,Apple,Kasmir/Shimla - II,Medium,7700,8300,8000,16 Feb 2025,Uttar Pradesh
635,Saharanpur,Saharanpur,Apple,Kasmir/Shimla - II,Medium,7700,8300,8000,17 Feb 2025,Uttar Pradesh
636,Saharanpur,Saharanpur,Apple,Kasmir/Shimla - II,Medium,7800,8600,8200,18 Feb 2025,Uttar Pradesh
637,Saharanpur,Saharanpur,Apple,Kasmir/Shimla - II,Medium,7800,8600,8200,19 Feb 2025,Uttar Pradesh
638,Saharanpur,Saharanpur,Apple,Kasmir/Shimla - II,Medium,7800,8600,8200,20 Feb 2025,Uttar Pradesh
639,Siddharth Nagar,Sahiyapur,Apple,Delicious,Medium,6500,6600,6510,20 Feb 2025,Uttar Pradesh
640,Siddharth Nagar,Sahiyapur,Apple,Delicious,Medium,6500,6610,6600,19 Feb 2025,Uttar Pradesh
641,Siddharth Nagar,Sahiyapur,Apple,Delicious,Medium,6500,6650,6510,14 Feb 2025,Uttar Pradesh
642,Siddharth Nagar,Sahiyapur,Apple,Delicious,Medium,6500,6680,6650,17 Feb 2025,Uttar Pradesh
643,Siddharth Nagar,Sahiyapur,Apple,Delicious,Medium,6500,6750,6650,18 Feb 2025,Uttar Pradesh
644,Sambhal,Sambhal,Apple,Delicious,Medium,7500,8500,8000,17 Feb 2025,Uttar Pradesh
645,Sambhal,Sambhal,Apple,Delicious,Medium,8000,9000,8500,15 Feb 2025,Uttar Pradesh
646,Sambhal,Sambhal,Apple,Delicious,Medium,8000,9000,8500,16 Feb 2025,Uttar Pradesh
647,Sambhal,Sambhal,Apple,Delicious,Medium,8000,9000,8500,19 Feb 2025,Uttar Pradesh
648,Sambhal,Sambhal,Apple,Delicious,Medium,8500,9150,9000,14 Feb 2025,Uttar Pradesh
649,Sambhal,Sambhal,Apple,Delicious,Medium,8500,9500,9000,18 Feb 2025,Uttar Pradesh
650,Sambhal,Sambhal,Apple,Delicious,Medium,8500,9500,9000,20 Feb 2025,Uttar Pradesh
651,Hardoi,Sandi,Apple,American,Medium,7800,7900,7850,15 Feb 2025,Uttar Pradesh
652,Hardoi,Sandi,Apple,American,Medium,7800,7950,7850,18 Feb 2025,Uttar Pradesh
653,Hardoi,Sandi,Apple,American,Medium,7800,7950,7850,20 Feb 2025,Uttar Pradesh
654,Hardoi,Sandi,Apple,American,Medium,7800,7950,7860,19 Feb 2025,Uttar Pradesh
655,Hardoi,Sandi,Apple,American,Medium,7800,7950,7870,14 Feb 2025,Uttar Pradesh
656,Hardoi,Sandi,Apple,American,Medium,7800,7950,7870,17 Feb 2025,Uttar Pradesh
657,Hardoi,Sandila,Apple,Kasmir/Shimla - II,Medium,7800,7900,7850,15 Feb 2025,Uttar Pradesh
658,Hardoi,Sandila,Apple,Kasmir/Shimla - II,Medium,7810,7900,7860,14 Feb 2025,Uttar Pradesh
659,Hardoi,Sandila,Apple,Kasmir/Shimla - II,Medium,7820,7900,7860,20 Feb 2025,Uttar Pradesh
660,Hardoi,Sandila,Apple,Kasmir/Shimla - II,Medium,7830,7910,7870,16 Feb 2025,Uttar Pradesh
661,Hardoi,Sandila,Apple,Kasmir/Shimla - II,Medium,7830,7920,7870,18 Feb 2025,Uttar Pradesh
662,Hardoi,Sandila,Apple,Kasmir/Shimla - II,Medium,7850,7950,7900,17 Feb 2025,Uttar Pradesh
663,Badaun,Shahaswan,Apple,Other,Medium,6800,7200,7000,15 Feb 2025,Uttar Pradesh
664,Badaun,Shahaswan,Apple,Other,Medium,6800,7200,7000,16 Feb 2025,Uttar Pradesh
665,Badaun,Shahaswan,Apple,Other,Medium,6800,7200,7000,17 Feb 2025,Uttar Pradesh
666,Badaun,Shahaswan,Apple,Other,Medium,6800,7200,7000,18 Feb 2025,Uttar Pradesh
667,Badaun,Shahaswan,Apple,Other,Medium,6800,7200,7000,20 Feb 2025,Uttar Pradesh
668,Jaunpur,Shahganj,Apple,Delicious,Medium,8200,8400,8300,14 Feb 2025,Uttar Pradesh
669,Jaunpur,Shahganj,Apple,Delicious,Medium,8200,8400,8300,17 Feb 2025,Uttar Pradesh
670,Jaunpur,Shahganj,Apple,Delicious,Medium,8200,8400,8300,19 Feb 2025,Uttar Pradesh
671,Jaunpur,Shahganj,Apple,Delicious,Medium,8250,8400,8310,18 Feb 2025,Uttar Pradesh
672,Jaunpur,Shahganj,Apple,Delicious,Medium,8250,8400,8310,20 Feb 2025,Uttar Pradesh
673,Shahjahanpur,Shahjahanpur,Apple,Simla,Medium,7460,7600,7525,14 Feb 2025,Uttar Pradesh
674,Shahjahanpur,Shahjahanpur,Apple,Simla,Medium,7460,7600,7530,15 Feb 2025,Uttar Pradesh
675,Shahjahanpur,Shahjahanpur,Apple,Simla,Medium,7460,7600,7535,17 Feb 2025,Uttar Pradesh
676,Shahjahanpur,Shahjahanpur,Apple,Simla,Medium,7600,8000,7800,18 Feb 2025,Uttar Pradesh
677,Shahjahanpur,Shahjahanpur,Apple,Simla,Medium,7750,7870,7810,19 Feb 2025,Uttar Pradesh
678,Shahjahanpur,Shahjahanpur,Apple,Simla,Medium,7760,7900,7815,20 Feb 2025,Uttar Pradesh
679,Shamli,Shamli,Apple,Delicious,Medium,7800,8000,7900,14 Feb 2025,Uttar Pradesh
680,Shamli,Shamli,Apple,Delicious,Medium,7800,8000,7900,15 Feb 2025,Uttar Pradesh
681,Shamli,Shamli,Apple,Delicious,Medium,7940,8060,8000,18 Feb 2025,Uttar Pradesh
682,Shamli,Shamli,Apple,Delicious,Medium,7950,8050,8000,16 Feb 2025,Uttar Pradesh
683,Shamli,Shamli,Apple,Delicious,Medium,7950,8050,8000,17 Feb 2025,Uttar Pradesh
684,Shamli,Shamli,Apple,Delicious,Medium,8050,8150,8100,19 Feb 2025,Uttar Pradesh
685,Shamli,Shamli,Apple,Delicious,Medium,8050,8150,8100,20 Feb 2025,Uttar Pradesh
686,Bulandshahar,Sikanderabad,Apple,Apple,Medium,6000,7000,6500,20 Feb 2025,Uttar Pradesh
687,Sitapur,Sitapur,Apple,Kasmir/Shimla - II,Medium,7650,8000,7840,14 Feb 2025,Uttar Pradesh
688,Sitapur,Sitapur,Apple,Kasmir/Shimla - II,Medium,7650,8000,7850,16 Feb 2025,Uttar Pradesh
689,Sitapur,Sitapur,Apple,Kasmir/Shimla - II,Medium,7650,8000,7850,20 Feb 2025,Uttar Pradesh
690,Sitapur,Sitapur,Apple,Kasmir/Shimla - II,Medium,7650,8000,7855,17 Feb 2025,Uttar Pradesh
691,Sitapur,Sitapur,Apple,Kasmir/Shimla - II,Medium,7650,8000,7860,15 Feb 2025,Uttar Pradesh
692,Sitapur,Sitapur,Apple,Kasmir/Shimla - II,Medium,7650,8000,7860,18 Feb 2025,Uttar Pradesh
693,Sitapur,Sitapur,Apple,Kasmir/Shimla - II,Medium,7650,8000,7860,19 Feb 2025,Uttar Pradesh
694,Bulandshahar,Siyana,Apple,Red  Gold,Medium,4200,4400,4300,14 Feb 2025,Uttar Pradesh
695,Bulandshahar,Siyana,Apple,Red  Gold,Medium,4200,4400,4300,15 Feb 2025,Uttar Pradesh
696,Bulandshahar,Siyana,Apple,Red  Gold,Medium,4200,4400,4300,16 Feb 2025,Uttar Pradesh
697,Bulandshahar,Siyana,Apple,Red  Gold,Medium,4200,4400,4300,17 Feb 2025,Uttar Pradesh
698,Bulandshahar,Siyana,Apple,Red  Gold,Medium,4200,4400,4300,18 Feb 2025,Uttar Pradesh
699,Bulandshahar,Siyana,Apple,Red  Gold,Medium,4200,4400,4300,19 Feb 2025,Uttar Pradesh
700,Bulandshahar,Siyana,Apple,Red  Gold,Medium,4200,4400,4300,20 Feb 2025,Uttar Pradesh
701,Amethi,Sultanpur,Apple,Delicious,Medium,8000,8250,8125,19 Feb 2025,Uttar Pradesh
702,Amethi,Sultanpur,Apple,Delicious,Medium,8050,8200,8100,14 Feb 2025,Uttar Pradesh
703,Amethi,Sultanpur,Apple,Delicious,Medium,8050,8300,8125,20 Feb 2025,Uttar Pradesh
704,Amethi,Sultanpur,Apple,Delicious,Medium,8055,8200,8100,15 Feb 2025,Uttar Pradesh
705,Amethi,Sultanpur,Apple,Delicious,Medium,8055,8200,8100,17 Feb 2025,Uttar Pradesh
706,Amethi,Sultanpur,Apple,Delicious,Medium,8055,8200,8100,18 Feb 2025,Uttar Pradesh
707,Kushinagar,Tamkuhi road,Apple,Delicious,Medium,7500,7600,7550,20 Feb 2025,Uttar Pradesh
708,Khiri (Lakhimpur),Tikonia,Apple,Delicious,Medium,7760,7880,7790,15 Feb 2025,Uttar Pradesh
709,Khiri (Lakhimpur),Tikonia,Apple,Delicious,Medium,7780,7890,7830,14 Feb 2025,Uttar Pradesh
710,Khiri (Lakhimpur),Tikonia,Apple,Delicious,Medium,7820,7880,7840,17 Feb 2025,Uttar Pradesh
711,Shahjahanpur,Tilhar,Apple,Delicious,Medium,7600,7730,7670,14 Feb 2025,Uttar Pradesh
712,Shahjahanpur,Tilhar,Apple,Delicious,Medium,7620,7720,7670,18 Feb 2025,Uttar Pradesh
713,Shahjahanpur,Tilhar,Apple,Delicious,Medium,7630,7730,7680,19 Feb 2025,Uttar Pradesh
714,Shahjahanpur,Tilhar,Apple,Delicious,Medium,7635,7735,7685,16 Feb 2025,Uttar Pradesh
715,Shahjahanpur,Tilhar,Apple,Delicious,Medium,7640,7740,7690,15 Feb 2025,Uttar Pradesh
716,Shahjahanpur,Tilhar,Apple,Delicious,Medium,7640,7740,7695,17 Feb 2025,Uttar Pradesh
717,Shahjahanpur,Tilhar,Apple,Delicious,Medium,7810,7910,7860,20 Feb 2025,Uttar Pradesh
718,Balrampur,Tulsipur,Apple,Kasmir/Shimla - II,Medium,8400,8450,8425,17 Feb 2025,Uttar Pradesh
719,Balrampur,Tulsipur,Apple,Kasmir/Shimla - II,Medium,8400,8450,8430,20 Feb 2025,Uttar Pradesh
720,Balrampur,Tulsipur,Apple,Kasmir/Shimla - II,Medium,8400,8480,8440,15 Feb 2025,Uttar Pradesh
721,Balrampur,Tulsipur,Apple,Kasmir/Shimla - II,Medium,8400,8520,8450,14 Feb 2025,Uttar Pradesh
722,Balrampur,Tulsipur,Apple,Kasmir/Shimla - II,Medium,8420,8470,8440,18 Feb 2025,Uttar Pradesh
723,Balrampur,Tulsipur,Apple,Kasmir/Shimla - II,Medium,8420,8470,8440,19 Feb 2025,Uttar Pradesh
724,Balrampur,Tulsipur,Apple,Kasmir/Shimla - II,Medium,8420,8500,8450,16 Feb 2025,Uttar Pradesh
725,Firozabad,Tundla,Apple,Apple,Medium,7900,8125,8100,17 Feb 2025,Uttar Pradesh
726,Firozabad,Tundla,Apple,Apple,Medium,8050,8125,8100,18 Feb 2025,Uttar Pradesh
727,Firozabad,Tundla,Apple,Apple,Medium,8050,8150,8100,14 Feb 2025,Uttar Pradesh
728,Firozabad,Tundla,Apple,Apple,Medium,8050,8150,8100,15 Feb 2025,Uttar Pradesh
